Race,Date,Place,Time,Category,Sex,Country,Lane,Person 1,Person 2,split time 1,split time 2,split time 3,Total Time,Final Rank,Air Temp,Wind Speed,Wind Direction,Day,Month,Year,Competiton Type_WORLD CHAMP,Competiton Type_WORLD CUP,Competiton Type_WORLDCHAMPIONSHIPS,Competiton Type_WORLDCHAMPIONSHIPS  ,Competiton Type_WORLDCUP,Competition Round_FINAL A,Competition Round_FINAL B,Competition Round_FINAL C,Competition Round_HEAT,Competition Round_SEMI FINAL,Competition Round_SEMIFINAL
2.05.2014_15:23,2.05.2014,MILAN,15:23,SEN,M,NED,6.0,HOOGERS Jasper,KALF Walter,52,105,162,217,2.0,17.0,5 m/s,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,True,False
2.05.2014_15:23,2.05.2014,MILAN,15:23,SEN,M,AUT,5.0,WECHT Alexander,TRUMMER Erwin,52,108,164,217,3.0,17.0,5 m/s,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,True,False
2.05.2014_15:23,2.05.2014,MILAN,15:23,SEN,M,SUI,4.0,DOMEISEN Stefan,SUMMERMATTER Andri,53,107,163,219,4.0,17.0,5 m/s,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,True,False
2.05.2014_15:23,2.05.2014,MILAN,15:23,SEN,M,KGZ,7.0,BONDAR Maksim,DOROFEEV Igor,56,116,179,242,5.0,17.0,5 m/s,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,True,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,POL,4.0,SZANDRACH Pawel,KUJAWSKI Mariusz,49,95,144,194,1.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,AUS,5.0,STEWART Murray,CLEAR Jacob,47,95,145,195,2.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,ITA,6.0,DRESSINO Giulio,TORNEO Matteo,49,96,147,197,3.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,HUN,7.0,HUFNAGEL Tibor,CEINER Benjamin,48,98,149,198,4.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,HUN,2.0,GACSAL Akos,ILYES Robert,47,98,149,200,5.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,FIN,8.0,HAKALA Jeremy,NYKANEN Miika,50,102,154,205,6.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,SLO,3.0,APOLLONIO Alan,BLAZEVIC Simon,49,101,154,205,7.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,AUT,9.0,WECHT Alexander,TRUMMER Erwin,51,104,157,209,8.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
3.05.2014_9:40,3.05.2014,MILAN,9:40,SEN,M,NED,1.0,HOOGERS Jasper,KALF Walter,50,103,157,212,9.0,15.0,0 m/s,,3.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,GER,5.0,"RENDSCHMIDT, Max","GROSS, Marcus",45,93,144,192,1.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,SRB,6.0,"TOMICEVIC, Marko","TORUBAROV, Vladimir",45,93,144,192,2.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,FRA,3.0,"HYBOIS, Arnaud","HUBERT, Etienne",45,94,145,194,3.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,UKR,4.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",46,96,145,194,4.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,NOR,2.0,"ULLVANG, Lars Magne","VOLD, Eivind",46,96,146,194,5.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,GBR,7.0,"BOYTON, Jonathan","RUTHERFORD, Edward",46,95,146,197,6.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,RSA,8.0,"GLASS, Alasdair","COLLOPY, Antony",47,97,147,199,7.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_10:57,7.08.2014,MOSCOW,10:57,SEN,M,BRA,1.0,"Junior Souta, Vagner","Schu Fagundes, Eduardo",47,98,153,210,8.0,,"2,4 m/s",SES,7.0,8.0,2014.0,False,False,False,True,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,HUN,5.0,"HUFNÁGEL, Tibor","KÖKÉNY, Roland",47,96,146,195,1.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,CAN,6.0,"REARDON, Brady Daniel Heim","JESSOP, Andrew Dennis",47,96,146,195,2.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,LTU,4.0,"NEKRIOSIUS, Ricardas","OLIJNIK, Andrej",46,96,148,196,3.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,CHN,1.0,"LI, Zhenyu","SUN, Xinchang",47,98,149,197,4.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,FIN,3.0,"HAKALA, Jeremy","NYKÄNEN, Miika",49,99,150,199,5.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,SIN,8.0,"LEE, Wei Liang, Bill","OOI, Brandon, Wei Cheng",49,100,153,207,6.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,INA,7.0,"GANDIE, Gandie","RIYONDRA, Maizir",49,102,155,214,7.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:04,7.08.2014,MOSCOW,11:04,SEN,M,MAC,2.0,"CHE, Man Tou","CHEONG, Ieng Hei",58,120,185,248,8.0,,"3,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,POL,5.0,"SZANDRACH, Pawel","KUJAWSKI, Mariusz",45,92,142,190,1.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,SVK,4.0,"VLCEK, Erik","TARR, Juraj",45,93,143,191,2.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,CZE,6.0,"ADAM, Jakub","DAVIDEK, Pavel",48,96,145,193,3.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,ARG,3.0,"DAL BO, Daniel","CARRERAS, Gonzalo",45,95,145,193,4.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,UZB,1.0,"TROPIN, Aleksandr","GORN, Vyacheslav",48,98,148,198,5.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,TJK,8.0,"SALIMOV, Ruslan","GAFUROV, Abdusattor",47,100,154,205,6.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,KGZ,2.0,"SAIFULIN, Ruslan","PAROL, Aleksandr",48,101,153,210,7.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:11,7.08.2014,MOSCOW,11:11,SEN,M,IND,7.0,"KATHET, Narender Singh","CHIGAHALLY KENGASHETTY, Mahesha",51,108,167,225,8.0,,"2,9 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,AUS,5.0,"WALLACE, Kenny","TAME, Lachlan",45,93,142,188,1.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,BLR,3.0,"MIADZVEDZEU, Pavel","YURENIA, Aleh",45,92,141,190,2.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,RUS,4.0,"MEDVEDEV, Ilya","RYAKHOV, Anton",46,95,144,192,3.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,IRL,7.0,"FITZSIMON, Michael","WATKINS, Barry",48,96,145,193,4.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,KAZ,2.0,"SULTANBEKOV, Daulet","YERGUCHYOV, Andrey",47,96,147,195,5.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,EST,6.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",48,98,147,197,6.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,NED,1.0,"HOOGERS, Jasper","FLIER, Albart",49,99,149,198,7.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:18,7.08.2014,MOSCOW,11:18,SEN,M,TPE,8.0,"TUAN, Yen-yu","LIN, Yung-chieh",53,103,150,199,8.0,,"3,3 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,POR,4.0,"SILVA, Emanuel","RIBEIRO, João",45,93,143,193,1.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,BEL,5.0,"CAUWENBERGH, Olivier","PANNECOUCKE, Laurens",46,93,142,195,2.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,ITA,7.0,"DRESSINO, Giulio","TORNEO, Matteo",45,94,145,198,3.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,ESP,6.0,"RODRIGUEZ, Víctor","COSGAYA NORIEGA, Diego",46,96,147,201,4.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,MEX,3.0,"LOPEZ QUINTERO, Javier","FUENTES JUAREZ, Osbaldo",47,97,148,203,5.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_11:25,7.08.2014,MOSCOW,11:25,SEN,M,JPN,2.0,"MIZUMOTO, Keiji","SUZUKI, Yasuhiro",48,100,151,208,6.0,,"2,6 m/s",S,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,True,False,False
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,SRB,6.0,"TOMICEVIC, Marko","TORUBAROV, Vladimir",47,97,147,197,1.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,HUN,5.0,"HUFNÁGEL, Tibor","KÖKÉNY, Roland",49,99,149,200,2.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,POR,4.0,"SILVA, Emanuel","RIBEIRO, João",47,98,150,200,3.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,NOR,2.0,"ULLVANG, Lars Magne","VOLD, Eivind",47,98,150,201,4.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,ARG,7.0,"DAL BO, Daniel","CARRERAS, Gonzalo",49,99,152,202,5.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,IRL,3.0,"FITZSIMON, Michael","WATKINS, Barry",50,100,152,202,6.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,KAZ,8.0,"SULTANBEKOV, Daulet","YERGUCHYOV, Andrey",48,100,152,204,7.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,TPE,9.0,"TUAN, Yen-yu","LIN, Yung-chieh",51,102,154,208,8.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_16:56,7.08.2014,MOSCOW,16:56,SEN,M,KGZ,1.0,"SAIFULIN, Ruslan","PAROL, Aleksandr",51,106,163,217,9.0,,"2,4  m/s",SES,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,True
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,GER,5.0,"RENDSCHMIDT, Max","GROSS, Marcus",47,99,153,205,1.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,BLR,6.0,"MIADZVEDZEU, Pavel","YURENIA, Aleh",47,99,151,206,2.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,ITA,3.0,"DRESSINO, Giulio","TORNEO, Matteo",47,101,155,209,3.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,CHN,7.0,"LI, Zhenyu","SUN, Xinchang",51,104,156,210,4.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,CZE,4.0,"ADAM, Jakub","DAVIDEK, Pavel",50,102,157,210,5.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,NED,1.0,"HOOGERS, Jasper","FLIER, Albart",51,107,164,217,6.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,MEX,8.0,"LOPEZ QUINTERO, Javier","FUENTES JUAREZ, Osbaldo",48,103,161,217,7.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,TJK,9.0,"SALIMOV, Ruslan","GAFUROV, Abdusattor",51,107,165,221,8.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:03,7.08.2014,MOSCOW,17:03,SEN,M,SIN,2.0,"LEE, Wei Liang, Bill","OOI, Brandon, Wei Cheng",53,109,169,222,9.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,RUS,3.0,"MEDVEDEV, Ilya","RYAKHOV, Anton",47,98,149,199,1.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,LTU,6.0,"NEKRIOSIUS, Ricardas","OLIJNIK, Andrej",46,95,148,200,2.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,BEL,4.0,"CAUWENBERGH, Olivier","PANNECOUCKE, Laurens",48,100,152,201,3.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,UKR,7.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",47,98,150,202,4.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,EST,8.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",48,99,153,204,5.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,GBR,1.0,"BOYTON, Jonathan","RUTHERFORD, Edward",48,101,154,206,6.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,POL,5.0,"SZANDRACH, Pawel","KUJAWSKI, Mariusz",47,97,151,208,7.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,FIN,2.0,"HAKALA, Jeremy","NYKÄNEN, Miika",49,101,157,220,8.0,,"4,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,AUS,5.0,"WALLACE, Kenny","TAME, Lachlan",46,96,147,196,1.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,SVK,4.0,"VLCEK, Erik","TARR, Juraj",46,96,147,197,2.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,CAN,6.0,"REARDON, Brady Daniel Heim","JESSOP, Andrew Dennis",49,99,149,197,3.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,FRA,3.0,"HYBOIS, Arnaud","HUBERT, Etienne",48,98,149,197,4.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,ESP,7.0,"RODRIGUEZ, Víctor","COSGAYA NORIEGA, Diego",48,98,150,201,5.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,UZB,8.0,"TROPIN, Aleksandr","GORN, Vyacheslav",50,101,151,203,6.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,RSA,9.0,"GLASS, Alasdair","COLLOPY, Antony",49,100,154,208,7.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,JPN,2.0,"MIZUMOTO, Keiji","SUZUKI, Yasuhiro",51,105,163,219,8.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,INA,1.0,"GANDIE, Gandie","RIYONDRA, Maizir",51,108,167,223,9.0,,"3,5 m/S",WSW,7.0,8.0,2014.0,False,False,True,False,False,False,False,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,IRL,4.0,"FITZSIMON, Michael","WATKINS, Barry",48,97,147,195,1.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,CZE,6.0,"ADAM, Jakub","DAVIDEK, Pavel",47,96,147,196,2.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,EST,5.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",46,94,146,196,3.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,GBR,2.0,"BOYTON, Jonathan","RUTHERFORD, Edward",46,94,145,197,4.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,RSA,1.0,"GLASS, Alasdair","COLLOPY, Antony",47,97,148,199,5.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,KAZ,8.0,"SULTANBEKOV, Daulet","YERGUCHYOV, Andrey",46,97,149,199,6.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,UZB,7.0,"TROPIN, Aleksandr","GORN, Vyacheslav",48,99,152,201,7.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,NED,3.0,"HOOGERS, Jasper","FLIER, Albart",49,99,150,202,8.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,TPE,9.0,"TUAN, Yen-yu","LIN, Yung-chieh",48,99,150,204,9.0,,"3,2 m/s",NWN,7.0,8.0,2014.0,False,False,True,False,False,False,False,True,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,POR,5.0,"SILVA, Emanuel","RIBEIRO, João",44,92,143,190,1.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,FRA,8.0,"HYBOIS, Arnaud","HUBERT, Etienne",44,92,142,191,2.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,ESP,1.0,"RODRIGUEZ, Víctor","COSGAYA NORIEGA, Diego",45,94,143,191,3.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,BEL,6.0,"CAUWENBERGH, Olivier","PANNECOUCKE, Laurens",45,91,141,193,4.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,ARG,9.0,"DAL BO, Daniel","CARRERAS, Gonzalo",45,95,144,194,5.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,NOR,3.0,"ULLVANG, Lars Magne","VOLD, Eivind",46,95,145,194,6.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,ITA,4.0,"DRESSINO, Giulio","TORNEO, Matteo",44,93,144,196,7.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,CHN,2.0,"LI, Zhenyu","SUN, Xinchang",47,97,146,197,8.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
7.08.2014_17:10,7.08.2014,MOSCOW,17:10,SEN,M,UKR,7.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",46,96,147,201,9.0,,"0,5 m/s",N,7.0,8.0,2014.0,False,False,True,False,False,False,True,False,False,False,False
